name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Alistipes finegoldii	214856	species	3734239	25	11	0.0
Treponema caldarium	215591	species	3239340	8	6	0.0
Erwinia sp. Ejp617	215689	species	3957675	14	6	0.0
Dinoroseobacter shibae	215813	species	4417868	69	43	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	52	21	0.0
Polaromonas naphthalenivorans	216465	species	5366143	55	38	0.0
Stenotrophomonas rhizophila	216778	species	4198652	62	34	0.0
Bifidobacterium longum	216816	species	3655960	43	35	0.0
Spiroplasma chrysopicola	216933	species	1123322	2	2	0.0
Spiroplasma culicicola	216935	species	1175131	1	1	0.0
Spiroplasma diminutum	216936	species	945296	1	1	0.0
Spiroplasma sabaudiense	216944	species	1075953	1	0	0.0
Clostridium carboxidivorans	217159	species	5752782	6	5	0.0
Desulfatibacillum	218207	genus	0	1	0	0.0
Pseudomonas antarctica	219572	species	6607040	39	19	0.0
Gemmatimonadaceae	219687	family	0	1	0	0.0
Thalassospira xiamenensis	220697	species	4768950	21	13	0.0
Treponema putidum	221027	species	2800562	2	2	0.0
Phaeobacter inhibens	221822	species	4194026	47	31	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	1	1	0.0
Mycobacterium chimaera	222805	species	6328534	37	9	0.0
Methylobacterium populi	223967	species	5848997	73	39	0.0
Alcanivoracaceae	224372	family	0	1	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	1	1	0.0
Acidithiobacillaceae	225058	family	0	1	0	0.0
Geobacter bemidjiensis	225194	species	4615150	99	49	0.0
Corynebacterium halotolerans	225326	species	3222008	38	28	0.0
Rickettsia heilongjiangensis	226665	species	1278471	1	0	0.0
Pannonibacter	227873	genus	0	1	0	0.0
Thermovibrio ammonificans	228745	species	1759526	12	6	0.0
Desulfurococcus fermentans	228748	species	1384116	1	0	0.0
Aster yellows witches'-broom phytoplasma	229545	species	723970	2	0	0.0
Methanobrevibacter millerae	230361	species	2543538	2	2	0.0
Dyella	231454	genus	0	8	0	0.0
Dyella japonica	231455	species	4831185	81	55	0.0
Belliella baltica	232259	species	4196595	4	3	0.0
Acidovorax sp. JS42	232721	species	4585154	49	10	0.0
Desulfitobacterium dichloroeliminans	233055	species	3624449	5	4	0.0
Kinetoplastibacterium blastocrithidii	233181	species	820033	3	3	0.0
Alteromonas stellipolaris	233316	species	9533996	3	1	0.0
Candidatus Midichloria mitochondrii	234827	species	1183732	2	2	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	6	2	0.0
Pseudomonas alkylphenolia	237609	species	5764622	47	24	0.0
Akkermansia muciniphila	239935	species	2704687	14	9	0.0
Squirrelpox virus	240426	species	148803	2	2	0.0
Lactobacillus paracollinoides	240427	species	10733574	3	1	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	140	92	0.0
Rummeliibacillus stabekisii	241244	species	3420739	5	3	0.0
Crinalium epipsammum	241425	species	5620407	8	7	0.0
Acidilobus saccharovorans	242703	species	1496453	1	1	0.0
Klebsiella variicola	244366	species	10894097	32	2	0.0
Nautilia profundicola	244787	species	1676444	4	3	0.0
Bacteroides cellulosilyticus	246787	species	7084828	6	6	0.0
Grimontia	246861	genus	0	1	0	0.0
Thermococcus sp. AM4	246969	species	2086428	3	1	0.0
Cupriavidus pinatubonensis	248026	species	7255290	76	41	0.0
Cardinium endosymbiont of Encarsia pergandiella	249402	species	944930	1	1	0.0
Candidatus Blochmannia vafer	251535	species	722585	2	0	0.0
Pseudomonas syringae group genomosp. 3	251701	species	6538260	21	8	0.0
Robiginitalea	252306	genus	0	1	0	0.0
Robiginitalea biformata	252307	species	3530383	28	23	0.0
Microbulbifer thermotolerans	252514	species	3938396	38	25	0.0
Mahella australiensis	252966	species	3135972	5	4	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	53	11	0.0
Ethanoligenens harbinense	253239	species	3008576	15	9	0.0
Owenweeksia hongkongensis	253245	species	4000057	3	3	0.0
Isoptericola	254250	genus	0	1	0	0.0
Fictibacillus arsenicus	255247	species	4055461	4	3	0.0
Parvularculaceae	255474	family	0	1	0	0.0
Aurantimonadaceae	255475	family	0	1	0	0.0
Chlorobaculum	256319	genus	0	1	0	0.0
Parvibaculum	256616	genus	0	1	0	0.0
Parvibaculum lavamentivorans	256618	species	3914745	51	35	0.0
Glutamicibacter arilaitensis	256701	species	3918308	36	25	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	2	0	0.0
Corynebacterium resistens	258224	species	2601311	1	1	0.0
Desulfatibacillum alkenivorans	259354	species	6517073	101	76	0.0
Dechloromonas aromatica	259537	species	4501104	43	29	0.0
Psychrobacter alimentarius	261164	species	3349444	2	0	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	10	8	0.0
Paraburkholderia phytofirmans	261302	species	8214658	55	29	0.0
Mycobacterium liflandii	261524	species	6399543	50	6	0.0
Kangiella koreensis	261964	species	2852073	14	9	0.0
Lysobacter gummosus	262324	species	6056618	109	49	0.0
Yersinia aleksiciae	263819	species	4000307	2	1	0.0
Bacillus muralis	264697	species	5007018	7	5	0.0
Sulfurovum	265570	genus	0	1	0	0.0
Rhodopirellula baltica	265606	species	7145576	40	33	0.0
Methylovorus glucosotrophus	266009	species	3082007	13	2	0.0
Chelativorans sp. BNC1	266779	species	4935185	45	27	0.0
Sphingopyxis granuli	267128	species	4679853	60	38	0.0
Arsenicicoccus	267408	genus	0	1	0	0.0
Lactobacillus kefiranofaciens	267818	species	2354088	3	2	0.0
Prochlorococcus phage P-SSM2	268746	species	252401	1	1	0.0
Nitratifractor salsuginis	269261	species	2101285	21	13	0.0
Methylobacterium aquaticum	270351	species	7557960	112	74	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	27	18	0.0
Shewanella sediminis	271097	species	5517674	10	9	0.0
Shewanella halifaxensis	271098	species	5226917	8	5	0.0
Nostoc punctiforme	272131	species	9059191	15	10	0.0
Sphaerochaeta coccoides	273376	species	2227296	12	9	0.0
Chlorobaculum limnaeum	274537	species	2797276	37	26	0.0
Chlorobaculum parvum	274539	species	2289249	37	21	0.0
Hoeflea	274591	genus	0	1	0	0.0
Collimonas arenae	279058	species	15078336	61	35	0.0
Collimonas pratensis	279113	species	11315924	55	34	0.0
Actinoplanes phage phiAsp2	279303	species	58638	1	1	0.0
Phage phiJL001	279383	species	63649	2	1	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	2	1	0.0
Staphylococcus pseudintermedius	283734	species	4509494	5	4	0.0
Stackebrandtia	283810	genus	0	1	0	0.0
Stackebrandtia nassauensis	283811	species	6841557	100	68	0.0
Phenylobacterium zucineum	284016	species	4379231	122	79	0.0
Alcanivorax dieselolei	285091	species	4928223	77	55	0.0
Streptomyces rubrolavendulae	285473	species	6543262	69	39	0.0
Segniliparus rotundus	286802	species	3157527	19	12	0.0
Alteromonas addita	287094	species	4649146	3	0	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	87	48	0.0
[Clostridium] clariflavum	288965	species	4897678	6	5	0.0
Bacteroides helcogenes	290053	species	3998906	8	7	0.0
Sapovirus C12	290314	leaf	7476	1	1	0.0
Arthrobacter sp. FB24	290399	species	5070478	37	21	0.0
Jannaschia sp. CCS1	290400	species	4404049	27	23	0.0
Photorhabdus asymbiotica	291112	species	5094138	5	2	0.0
Thermosediminibacter oceani	291990	species	2280035	5	3	0.0
Ruegeria sp. TM1040	292414	species	4153699	34	21	0.0
Dactylococcopsis salina	292566	species	3781008	3	2	0.0
Anaerolineae	292625	class	0	1	0	0.0
Flavonifractor plautii	292800	species	3818500	32	23	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	46	32	0.0
Martelella	293088	genus	0	1	0	0.0
Haloquadratum walsbyi	293091	species	3219918	2	2	0.0
Anoxybacillus amylolyticus	294699	species	3158269	4	4	0.0
Polaromonas sp. JS666	296591	species	5898676	55	32	0.0
Frankia sp. EAN1pec	298653	species	8982042	93	63	0.0
Frankia inefficax	298654	species	8815781	135	92	0.0
Enterobacter ludwigii	299767	species	4952770	10	1	0.0
Glaciecola nitratireducens	300231	species	4134229	4	4	0.0
Bacillus lehensis	300825	species	3993073	5	5	0.0
Roseburia hominis	301301	species	3592125	9	8	0.0
Methanosaeta harundinacea	301375	species	2571034	24	18	0.0
Advenella mimigardefordensis	302406	species	4764126	18	13	0.0
Phaeobacter	302485	genus	0	4	0	0.0
Herminiimonas	303379	genus	0	1	0	0.0
Catenulispora acidiphila	304895	species	10467782	119	86	0.0
Gloeobacteria	307596	class	0	1	0	0.0
Persephonella marina	309805	species	1983966	4	4	0.0
Sulfurihydrogenibium azorense	309806	species	1640877	2	1	0.0
Candidatus Liberibacter americanus	309868	species	1195201	1	1	0.0
Deinococcus maricopensis	309887	species	3498530	62	41	0.0
Advenella kashmirensis	310575	species	4423879	19	13	0.0
Deinococcus deserti	310783	species	3855329	28	18	0.0
Thermococcus kodakarensis	311400	species	2088737	4	3	0.0
Flavobacterium indicum	312277	species	2993089	5	4	0.0
Emticicia oligotrophica	312279	species	5220361	6	5	0.0
Pseudomonas entomophila	312306	species	5888780	75	37	0.0
Croceibacter atlanticus	313588	species	2952962	6	4	0.0
Dokdonia sp. MED134	313590	species	3302548	2	0	0.0
Polaribacter sp. MED152	313598	species	2961474	7	4	0.0
Maribacter sp. HTCC2170	313603	species	3868304	6	6	0.0
Geobacter lovleyi	313985	species	3994874	51	32	0.0
Alteromonas mediterranea	314275	species	5274170	5	3	0.0
Psychromonas sp. CNPT3	314282	species	3052410	2	0	0.0
Pseudoxanthomonas suwonensis	314722	species	3655384	223	121	0.0
Spiroplasma eriocheiris	315358	species	1365714	2	1	0.0
Streptococcus gallolyticus	315405	species	2285714	4	3	0.0
Leadbetterella byssophila	316068	species	4059653	8	6	0.0
Syntrophus aciditrophicus	316277	species	3179300	27	24	0.0
Synechococcus sp. RCC307	316278	species	2224914	30	23	0.0
Synechococcus sp. CC9902	316279	species	2234828	8	4	0.0
Segniliparaceae	316606	family	0	1	0	0.0
Methylibium	316612	genus	0	4	0	0.0
Nostoc sp. PCC 7107	317936	species	6329823	5	2	0.0
Paucibacter	318147	genus	0	1	0	0.0
Gordonia phage GTE5	319522	species	65839	1	0	0.0
Beggiatoa leptomitiformis	319938	species	4265296	10	5	0.0
Conexibacteraceae	320583	family	0	2	0	0.0
Cyclobacterium amurskyense	320787	species	6158829	5	5	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	21	17	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	13	9	0.0
Acanthocystis turfacea Chlorella virus 1	322019	species	288047	1	1	0.0
Dokdonella	323413	genus	0	3	0	0.0
Dokdonella koreensis	323415	species	4446619	141	88	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	9	7	0.0
Bacillus infantis	324767	species	4884713	3	3	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	2	1	0.0
Dokdonia donghaensis	326320	species	3293944	4	2	0.0
Paraglaciecola psychrophila	326544	species	5413691	4	3	0.0
Candidatus Accumulibacter	327159	genus	0	1	0	0.0
Candidatus Accumulibacter phosphatis	327160	species	5306133	79	64	0.0
Nonlabens dokdonensis	328515	species	3914632	6	5	0.0
Nitrospira defluvii	330214	species	4317083	29	20	0.0
Marinobacter psychrophilus	330734	species	3998597	15	4	0.0
Psychrobacter cryohalolentis	330922	species	3101097	6	1	0.0
Sphingobium japonicum	332056	species	4424862	46	17	0.0
Solibacteraceae	332161	family	0	1	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	88	65	0.0
Truepera	332248	genus	0	2	0	0.0
Truepera radiovictrix	332249	species	3260398	52	38	0.0
Exiguobacterium sibiricum	332410	species	3040786	6	5	0.0
Psychrobacter arcticus	334543	species	2650701	5	2	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	98	56	0.0
Erythrobacteraceae	335929	family	0	1	0	0.0
Thermovirga lienii	336261	species	1999646	6	5	0.0
Chlorobium chlorochromatii	337090	species	2572079	9	7	0.0
Gordonia sp. KTR9	337191	species	5885710	50	27	0.0
Erwinia tasmaniensis	338565	species	4067864	13	6	0.0
Blattabacterium sp. (Panesthia angustipennis spadica)	340044	species	632490	1	1	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	48	32	0.0
Herbaspirillum hiltneri	341045	species	4965474	44	21	0.0
Burkholderia oklahomensis	342113	species	7224347	78	34	0.0
Thermococcus onnurineus	342948	species	1847607	3	1	0.0
Pyrococcus sp. NA2	342949	species	1861320	2	2	0.0
Invertebrate iridescent virus 3	345201	species	191100	1	1	0.0
Geobacter pickeringii	345632	species	3618700	76	48	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	4	4	0.0
Micavibrio aeruginosavorus	349221	species	2470296	29	24	0.0
Corynebacterium marinum	349751	species	2729219	25	13	0.0
Alkalilimnicola ehrlichii	351052	species	3275944	101	65	0.0
Oscillibacter valericigenes	351091	species	4470622	23	19	0.0
Geobacter uraniireducens	351604	species	5136364	70	58	0.0
Xenorhabdus doucetiae	351671	species	4203651	8	5	0.0
Xenorhabdus hominickii	351679	species	4522699	5	2	0.0
Shewanella sp. W3-18-1	351745	species	4708380	6	2	0.0
Halostagnicola larsenii	353800	species	4131176	17	13	0.0
Lactococcus phage P335 sensu lato	354260	species	36596	1	0	0.0
Niastella koreensis	354356	species	9033684	25	19	0.0
Bacteroides dorei	357276	species	5310365	8	1	0.0
Psychromonas ingrahamii	357794	species	4559598	6	5	0.0
Roseiflexus sp. RS-1	357808	species	5801598	42	31	0.0
Acidovorax sp. KKS102	358220	species	5196935	63	41	0.0
Methanoregula boonei	358766	species	2542943	9	7	0.0
Shewanella loihica	359303	species	4602594	17	12	0.0
Castellaniella	359336	genus	0	3	0	0.0
Methylotenera mobilis	359408	species	2547570	6	6	0.0
Exiguobacterium sp. AT1b	360911	species	2999895	4	3	0.0
Altererythrobacter	361177	genus	0	5	0	0.0
Altererythrobacter epoxidivorans	361183	species	2786256	39	28	0.0
Pseudarthrobacter phenanthrenivorans	361575	species	4535320	21	13	0.0
Streptomyces vietnamensis	362257	species	9153777	101	55	0.0
Spiroplasma cantharicola	362837	species	1179577	1	1	0.0
Verminephrobacter eiseniae	364317	species	5597943	55	36	0.0
Granulibacter bethesdensis	364410	species	2717856	37	22	0.0
Pelosinus fermentans	365349	species	5380816	12	9	0.0
Paenibacillus sabinae	365617	species	5270569	18	9	0.0
Sulfurospirillum cavolei	366522	species	2698323	2	1	0.0
Caulobacter sp. K31	366602	species	5889399	82	55	0.0
Xanthomonas fuscans	366648	species	5088683	38	5	0.0
Xanthomonas alfalfae	366650	species	4967469	43	4	0.0
Yersinia similis	367190	species	4964409	8	2	0.0
Microbacterium sp. XT11	367477	species	3475315	38	23	0.0
Blattabacterium sp. (Periplaneta americana)	367488	species	640442	1	1	0.0
Blattabacterium sp. (Blatta orientalis)	367806	species	638184	3	1	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	96	5	0.0
Gallionella capsiferriformans	370405	species	3162471	12	8	0.0
Isoptericola dokdonensis	372663	species	3826972	61	41	0.0
Mycobacterium phage PBI1	373410	species	64494	1	0	0.0
Mycobacterium phage PLot	373411	species	64787	1	0	0.0
Mycobacterium phage Pipefish	373413	species	69059	1	0	0.0
Rivularia sp. PCC 7116	373994	species	8728773	12	6	0.0
Synechococcus sp. PCC 7003	374981	species	3345085	5	3	0.0
Synechococcus sp. PCC 73109	374982	species	3298676	6	3	0.0
Lactobacillus backii	375175	species	14123253	2	1	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	11	10	0.0
Natranaerobius thermophilus	375929	species	3191453	6	4	0.0
Halotalea alkalilenta	376489	species	4387428	74	52	0.0
Bacteroides salanitronis	376805	species	4308663	14	13	0.0
Thermobacillus composti	377615	species	4355525	43	26	0.0
Methyloversatilis	378210	genus	0	1	0	0.0
Cyanobacterium aponinum	379064	species	4176973	18	16	0.0
Streptomyces bingchenggensis	379067	species	11936683	127	81	0.0
Ruegeria mobilis	379347	species	4830028	22	20	0.0
Aciduliprofundum boonei	379547	species	1486778	1	1	0.0
Pseudomonas protegens	380021	species	6923588	64	30	0.0
Hydrogenobaculum sp. Y04AAS1	380749	species	1559514	1	0	0.0
Synechococcus phage syn9	382359	species	177300	3	3	0.0
Cycloclasticus sp. P1	385025	species	2363215	7	4	0.0
Candidatus Ruthia magnifica	386487	species	1160782	2	1	0.0
Nitratiruptor sp. SB155-2	387092	species	1877931	7	4	0.0
Sulfurovum sp. NBC37-1	387093	species	2562277	7	4	0.0
Halopiger xanaduensis	387343	species	4355268	41	28	0.0
Bartonella australis	388640	species	1596490	4	3	0.0
Pontibacter akesuensis	388950	species	4829559	15	12	0.0
Protochlamydia naegleriophila	389348	species	3030375	2	2	0.0
Echinicola vietnamensis	390884	species	5608040	14	12	0.0
Ehrlichia sp. HF	391036	species	1148904	1	0	0.0
Terriglobus roseus	392734	species	5227858	38	30	0.0
Aeromonas virus phiO18P	393598	species	33985	1	1	0.0
Clostridium taeniosporum	394958	species	3503541	5	1	0.0
Coraliomargarita akajimensis	395922	species	3750771	20	17	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	8	7	0.0
Cyanothece sp. PCC 8802	395962	species	4803347	7	2	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	76	49	0.0
Sphingomonas sanxanigenens	397260	species	6580298	75	52	0.0
Barnesiella	397864	genus	0	1	0	0.0
Barnesiella viscericola	397865	species	3076856	14	12	0.0
Zunongwangia profunda	398743	species	5128187	9	6	0.0
Thermoanaerobacter sp. X514	399726	species	2457259	5	0	0.0
Enterobacter sp. 638	399742	species	4676461	19	13	0.0
Paramecium bursaria Chlorella virus FR483	399781	leaf	321240	1	1	0.0
Pontibacter korlensis	400092	species	5462537	6	5	0.0
Marinomonas sp. MWYL1	400668	species	5100344	7	3	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	17	9	0.0
Virgibacillus sp. SK37	403957	species	3841730	2	1	0.0
Shewanella piezotolerans	404011	species	5396476	8	5	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	163	120	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	43	36	0.0
Natrinema sp. J7-2	406552	species	3793615	28	18	0.0
Sphingobium sp. MI1205	407020	species	4619375	28	15	0.0
Salinicoccus halodurans	407035	species	2778379	5	3	0.0
Streptomyces xiamenensis	408015	species	5961401	76	51	0.0
Treponema pedis	409322	species	2889325	1	1	0.0
Calyptogena okutanii thioautotrophic gill symbiont	410330	species	1022154	4	2	0.0
Gramella forsetii	411153	species	3798465	9	6	0.0
Thermosulfidibacter takaii	412593	species	1816670	7	4	0.0
Microterricola viridarii	412690	species	3689726	28	16	0.0
Paraburkholderia rhizoxinica	412963	species	3750138	27	18	0.0
Cronobacter	413496	genus	0	2	0	0.0
Cronobacter dublinensis	413497	species	4628405	22	11	0.0
Cronobacter muytjensii	413501	species	4364114	25	12	0.0
Cronobacter turicensis	413502	species	4599092	18	9	0.0
Cronobacter malonaticus	413503	species	4516853	15	3	0.0
Halalkalicoccus jeotgali	413810	species	3698650	26	21	0.0
[Polyangium] brachysporum	413882	species	6476147	108	74	0.0
Caldicellulosiruptor hydrothermalis	413888	species	2770676	1	1	0.0
Caldicellulosiruptor kronotskyensis	413889	species	2843785	3	3	0.0
Catenulisporaceae	414877	family	0	2	0	0.0
Catenulispora	414878	genus	0	1	0	0.0
Opitutae	414999	class	0	1	0	0.0
Opitutales	415000	order	0	5	0	0.0
Pseudoxanthomonas spadix	415229	species	3452554	86	50	0.0
Natronomonas moolapensis	416273	species	2912573	20	16	0.0
Burkholderia sp. KJ006	416344	species	6629912	46	9	0.0
Methanosarcina horonobensis	418008	species	5018607	6	5	0.0
Azoarcus olearius	418699	species	4451751	82	14	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	15	11	0.0
Methanolobus psychrophilus	420950	species	3072769	6	3	0.0
Elusimicrobium minutum	423605	species	1643562	2	2	0.0
Rhizobium sp. IRBG74	424182	species	5464982	31	4	0.0
Methylobacterium sp. 4-46	426117	species	7737025	129	84	0.0
Desulfurivibrio	427922	genus	0	1	0	0.0
Desulfurivibrio alkaliphilus	427923	species	3097763	87	69	0.0
Pedobacter steynii	430522	species	6581659	11	8	0.0
Halorhabdus tiamatea	430914	species	3146160	13	10	0.0
Burkholderia virus phiE122	431892	species	36690	1	0	0.0
Deinococcus peraridilitoris	432329	species	4513714	31	25	0.0
Lysobacter capsici	435897	species	6391889	130	55	0.0
Sulfurihydrogenibium sp. YO3AOP1	436114	species	1838442	6	5	0.0
Geobacter sp. M18	443143	species	5277406	124	74	0.0
Geobacter sp. M21	443144	species	4745806	97	50	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	100	64	0.0
Brucella microti	444163	species	3337369	1	0	0.0
Synechococcus phage S-SM1	444859	species	174079	1	1	0.0
Synechococcus phage S-SM2	444860	species	190789	8	8	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	98	57	0.0
Synechococcus phage S-ShM2	445683	species	179563	1	1	0.0
Synechococcus phage Syn19	445684	species	175230	1	1	0.0
Synechococcus phage S-SSM5	445685	species	176184	2	2	0.0
Prochlorococcus phage P-HM2	445696	species	183806	1	0	0.0
Prochlorococcus phage P-HM1	445700	species	181044	1	0	0.0
Pandoraea thiooxydans	445709	species	4464186	58	35	0.0
Dyella thiooxydans	445710	species	4227172	102	57	0.0
Microbacterium phage Min1	446529	species	46365	1	1	0.0
Adlercreutzia equolifaciens	446660	species	2862526	41	25	0.0
Niabella soli	446683	species	4697343	6	4	0.0
Acetobacter senegalensis	446692	species	3969909	9	8	0.0
Kocuria flava	446860	species	3638342	48	36	0.0
Anaeromyxobacter sp. K	447217	species	5061632	139	24	0.0
Simiduia	447467	genus	0	1	0	0.0
Simiduia agarivorans	447471	species	4300227	39	30	0.0
Nocardioides dokdonensis	450734	species	4376707	77	49	0.0
Desulfarculus	453229	genus	0	1	0	0.0
Desulfarculus baarsii	453230	species	3655731	106	79	0.0
Agromyces sp. AR33	453304	species	4373124	68	50	0.0
Bdellovibrio exovorus	453816	species	2657893	2	0	0.0
Chrysochromulina ericina virus	455364	species	473558	1	1	0.0
Thermus parvatiensis	456163	species	2016098	24	7	0.0
Xanthomonas euvesicatoria	456327	species	10838435	51	5	0.0
Candidatus Cloacimonas acidaminovorans	456827	species	2246820	6	5	0.0
Chloracidobacterium thermophilum	458033	species	3695372	41	27	0.0
Bacillus phage 0305phi8-36	458639	species	218948	1	1	0.0
Alkaliphilus oremlandii	461876	species	3123558	8	7	0.0
Bordetella flabilis	463014	species	5954318	60	39	0.0
Bordetella bronchialis	463025	species	11845675	65	33	0.0
Canine papillomavirus 4	464980	leaf	7742	1	1	0.0
Streptomyces sp. Mg1	465541	species	8716193	82	54	0.0
Steroidobacter denitrificans	465721	species	3467246	74	59	0.0
Singulisphaera	466152	genus	0	1	0	0.0
Singulisphaera acidiphila	466153	species	9755686	90	71	0.0
Ilumatobacter coccineus	467094	species	4830181	152	137	0.0
Steroidobacter	469322	genus	0	1	0	0.0
Pantoea vagans	470934	species	4888338	16	5	0.0
Geobacillus sp. WCH70	471223	species	3508804	5	3	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	35	28	0.0
Nitrosococcus watsonii	473531	species	3373286	19	15	0.0
Methanosphaerula palustris	475088	species	2922917	13	10	0.0
Caldilineaceae	475964	family	0	1	0	0.0
Altererythrobacter ishigakiensis	476157	species	2673978	67	64	0.30306
Modestobacter marinus	477641	species	5575517	97	66	0.0
Desulfurococcus kamchatkensis	477693	species	1365223	2	1	0.0
Calditerrivibrio nitroreducens	477976	species	2216552	12	9	0.0
Chloroflexus sp. Y-400-fl	480224	species	5268950	29	0	0.0
Myroides profundi	480520	species	4064534	4	1	0.0
Paenibacillus sp. Y412MC10	481743	species	7121665	16	13	0.0
Oscillatoria nigro-viridis	482564	species	8272254	15	10	0.0
Burkholderia lata	482957	species	17031116	94	36	0
Geoalkalibacter subterraneus	483547	species	3717645	62	41	0.0
Paenibacillus riograndensis	483937	species	7919576	21	14	0.0
Sphingobium sp. YBL2	484429	species	5427419	37	17	0.0
Pelosinus sp. UFO1	484770	species	5115410	8	7	0.0
Serratia sp. SCBI	488142	species	5101896	36	10	0.0
Burkholderia latens	488446	species	6614478	46	3	0.0
Burkholderia contaminans	488447	species	8509249	41	15	0.0952347
Campylobacter peloridis	488546	species	1762793	2	1	0.0
Burkholderia metallica	488729	species	7424240	78	15	0.0
Burkholderia seminalis	488731	species	7648944	42	21	0.0
Burkholderia diffusa	488732	species	6857833	53	13	0.0
Marinobacter sp. BSs20148	490759	species	4063864	22	10	0.0
Bacillus velezensis	492670	species	7701267	19	4	0.0
Thermoanaerobacter pseudethanolicus	496866	species	2362816	4	0	0.0
Campylobacter subantarcticus	497724	species	1817765	1	1	0.0
Kosakonia oryzae	497725	species	5303342	13	9	0.0
Cyanothece sp. PCC 7822	497965	species	7841948	6	5	0.0
Candidatus Korarchaeum cryptofilum	498846	species	1590757	1	1	0.0
Tepidanaerobacter acetatoxydans	499229	species	5521119	6	4	0.0
Deinococcus gobiensis	502394	species	4406036	59	34	0.0
Eggerthella sp. YY7918	502558	species	3123671	14	10	0.0
Halomonas chromatireducens	507626	species	3973651	60	45	0.0
Oceanimonas sp. GK1	511062	species	3527244	48	32	0.0
Methylacidiphilum infernorum	511746	species	2287145	3	2	0.0
Rufibacter tibetensis	512763	species	5413467	17	12	0.0
Dictyoglomus turgidum	513050	species	1855560	5	0	0.0
Microcystis panniformis	513223	species	5686839	12	7	0.0
Muricauda lutaonensis	516051	species	3274259	12	7	0.0
Microterricola	518733	genus	0	1	0	0.0
Azospirillum thiophilum	528244	species	7609458	142	77	0.0
Rhodoluna lacicola	529884	species	1430433	3	2	0.0
Pelagibacterium halotolerans	531813	species	3948887	38	23	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	8	5	0.0
Candidatus Rhodoluna planktonica	535712	species	1424506	1	1	0.0
Cronobacter universalis	535744	species	4436873	16	5	0.0
Mesorhizobium australicum	536018	species	6200534	79	36	0.0
Cyanophage P-RSM1	536444	species	177211	1	1	0.0
Cyanophage Syn30	536474	species	178807	1	1	0.0
Symbiobacteriaceae	543349	family	0	1	0	0.0
Altererythrobacter marensis	543877	species	2885033	35	23	0.0
beta proteobacterium CB	543913	species	2045720	3	1	0.0
Geobacillus sp. Y412MC61	544556	species	3667901	1	0	0.0
Actinomyces oris	544580	species	3042917	47	31	0.0
Mycobacterium phage Phaedrus	546184	species	68090	1	0	0.0
Mycobacterium phage Myrna	546805	species	164602	2	2	0.0
Hydrogenobaculum sp. 3684	547143	species	1552775	2	0	0.0
Hydrogenobaculum sp. HO	547144	species	1552931	2	0	0.0
Hydrogenobaculum sp. SHO	547145	species	1552607	2	0	0.0
Hydrogenobaculum sp. SN	547146	species	1552931	2	0	0.0
Phycisphaera mikurensis	547188	species	3884382	112	87	0.0
Geobacillus sp. Y412MC52	550542	species	3673940	2	0	0.0
Aromatoleum aromaticum	551760	species	4727255	78	51	0.0
Bacillus virus IEBH	552525	species	53104	1	0	0.0
Dehalogenimonas lykanthroporepellens	552810	species	1686510	23	21	0.0
Vibrio breoganii	553239	species	4492180	9	7	0.0
Synechococcus phage S-RSM4	555387	species	194454	1	1	0.0
Candidatus Liberibacter solanacearum	556287	species	1258278	3	3	0.0
Mycobacterium phage Brujita	561996	species	47057	1	1	0.0
Mycobacterium phage Gumball	561998	species	64807	1	0	0.0
Mycobacterium phage Troll4	561999	species	64618	1	0	0.0
Acidianus hospitalis	563177	species	2137654	2	1	0.0
Cyclobacteriaceae	563798	family	0	1	0	0.0
Chitinophagaceae	563835	family	0	1	0	0.0
